text,category
"India Meteorological Department (IMD) has sounded a red warning for Odisha for heavy rain under the influence of low pressure area and subsequent concentration into depression... 

#Odisha #Weather 

ℹ️  Read more at https://t.co/g0DN8MzP64 https://t.co/m5yDfrd6G6",other
K_media reports that jhope has donated $81k to aid the flooding caused by heavy rain + diva magazine reports that bts has become the most viewed youtuber above Justin beiber https://t.co/SRWlEGCLE3,flood
Flood water filled our home in #Quetta. The flooding has caused damage to our house. People from our community is struggling too with flood water. Houses completely destroyed. Balochistan is suffering . And priority of nation is #shabazgill https://t.co/F4wCjoRr4t,flood
"Tunsa is hit severely by flood,the people of tunsa need humanitarian aids. @GovtofPakistan where are you? Don't you dare care about your citizens. They need your help.
@HamidMirPAK
@CMShehbaz
@ImaanZHazir
#Tunsa
#Tunsaneedattention
#flooding
#FloodSituation https://t.co/Gf1QxsdJSl",flood
"Spotty thunderstorms and rain showers likely in the area through this afternoon. Additional heavy rainfall is possible. If you miss out on rain during this event, another is on the horizon. Perhaps an even better chance of rain. More at https://t.co/QipBBQVLVT https://t.co/TbWb3nwdX0",other
"K-media reports BTS J-hope donated 100 million won ($76k USD) to the Hope Bridge Korea Disaster Relief Association, to help aid in the recovery of those affected by the damage caused by the heavy rain &amp; flooding in Seoul last week.

https://t.co/HGr9kKy9d3 https://t.co/a7aazBjRF3",other
⚠ Flood Advisory now in effect until Noon CDT today for Cass and Itasca Counties in MN. Flooding caused by excessive rainfall continues. #mnwx #wxalerts,flood
"This was a perfect example on Tuesday about why u shouldn't use weather apps to forecast thunderstorms, we only had heavy rainfall here.... https://t.co/pLW3G7HjGe",other
".@NewYorkLife, a LICONY member company, donated $100,000 to the Team Eastern Kentucky Flood Relief Fund in response to recent flooding in Kentucky. “Our thoughts are with everyone who has been affected by the deadly flooding,” said Craig DeSanto, CEO &amp; President of @NewYorkLife. https://t.co/wh355LIAPP",
Near real time satellite imagery with Heavy Rainfall Potential Areas shown in magenta (if present). Image captured by Himawari satellite. Updated at 2022-08-18 20:16:11 NPT. #rainfall #nepal https://t.co/rlWlGmDWlA,
"""Weather News: NEXT Weather: On-and-off showers could bring heavy rainfall Thursday #News"": https://t.co/ScI8B1FgUp",other
"Forecast map for  today.   
Get  Maps and Radars at  https://t.co/HNLPnb8GMF             
#wx #weather  #storm  #flood #rain #Forecast #local #flooding #traffic #storm  #heat #cooler #news #windy #radar   #weekday #t-storms   weather outlook
#heatwave #hot #muggy  #storms https://t.co/HQStgLNBrv",other
"Weather Alert! These States are Likely to Receive Heavy Rainfall, Thunderstorm https://t.co/hvZBKddhJd",other
https://t.co/zMlDco4v7Q,other
"High flood expected at Taunsa, Guddu and Sukkur barrages: Ahmed Kamal
#flooding 
https://t.co/QxlXzHtSaA",flood
@BulwellBoy53 If both flood at the same time we’d need to be god to stop any flooding of the road but that’s a fairly rare occurrence so this scheme should significantly reduce flooding in this area 🤞,other
Do you live in a high-risk flood zone? https://t.co/1q2o0WjmsB,flood
"The floods in #Odisha have not only disrupted transport and connectivity across the Mahanadi river basin but also posed serious worries for the farmers who are staring at losses, reports @AshisSenapati12

@CMO_Odisha @NDRFHQ

https://t.co/CRAEBseB9y",flood
☔ 920am - Flood Advisory for parts of Southern Mobile County in AL. Storms are producing heavy rain in a short period of time. Minor street flooding and nuisance creek flooding are possible. #mobwx https://t.co/dsRpszEfZE,flood
"DGK Division Under Flood
DGK on the verge of chaos
#FloodSituation 
#flooding 
#flood2022 
#floodupdate 
@FrankfurtPK 
@AnwarLodhi 
@SdqJaan 
@PTISPOfficial 
@MoonisElahi6 
@zartajgulwazir 
@HANIFPITAFIDGK 
@ImranRiazKhan 
@ImranKhanPTI https://t.co/0jP8HcY1mJ",flood
Near real time satellite imagery with Heavy Rainfall Potential Areas shown in magenta (if present). Image captured by Himawari satellite. Updated at 2022-08-18 20:06:11 NPT. #rainfall #nepal https://t.co/NyGxfwGZ8T,other
"Flooding rain is the main concern with South MS's weather today. Some areas have already seen heavy rain. Here's a quick Thursday update. #mswx

Forecast: https://t.co/E3uEWxGD9i https://t.co/lDjc2NuQOo",flood
"#DidYouKnow you can track sea level rises and #flood through a risk map? A screening tool by @ClimateCentral shows areas threatened by #SeaLevelRise and flooding.

https://t.co/O1WftSi3Bg[…]est_available&amp;refresh=true&amp;water_level=1.0&amp;water_unit=m 

#GlobalWarming #ClimateChange",other
"This is the situation of flooding in Taunsa Sharif. Please take steps to save tye people &amp; their lives.
Put aside your politics, and help the people of Taunsa affected by heavy flooding.
@UsmanAKBuzdar @ArifAlvi 
#TaunsaFlood 
#TaunsaNeedsAttention https://t.co/kr8o3repsF",flood
"Weather Alert Update: 08/18/2022 - Potential for Heavy Rain &amp; Flash Flooding
 https://t.co/kMmWSxwS1R",flood
"August 19-20 could feature heavy monsoonal rains in #Phoenix and #Tucson. The potential exists for 1"" or more daily rainfall at both cities on at least one day. Monsoon Scorecards for both cities are below. #Monsoon2022 https://t.co/uG8FaIiVSh",other
"Ratnagiri,Raigad,Gadchiroli, Chiplun,and the entire Konkan region is facing flood situation due to heavy rainfall We can clearly see effects of global warming in our State Our rivers are overflowing and our farmers are dying In the last 45 days 137 farmers have died by suicide",flood
"Scattered storms will continue across southern NV, northwest AZ, and southeast CA today.  Any of these will be capable of producing gusty winds, heavy rainfall that could cause flash flooding, and deadly lightning. Be prepared for changing weather conditions!

#cawx #nvwx #azwx https://t.co/6YKD9qQsvz",flood
"@fr33k1w1 and suddenly had him front footing the response to nelson flooding,just to really press the nails in ,im sure nelson appreciate being used as a photo opp for nothings wrong here in the middle of a massive flood ffs ..homes destroyed here have a prick .awesome thanks pm just why",other
Near real time satellite imagery with Heavy Rainfall Potential Areas shown in magenta (if present). Image captured by Himawari satellite. Updated at 2022-08-18 19:56:11 NPT. #rainfall #nepal https://t.co/NY8NiO2bah,other
"Heavy rainfall is ongoing for some folks this morning, and then we're tracking an even bigger chance of rain with possible flooding concerns this weekend. Here's the breakdown in your Thursday morning forecast!
https://t.co/rR6bENzeDR",other
"A sudden rainstorm in western China triggered a landslide that diverted a river and caused flash flooding in populated areas, killing at least 16 people and leaving 18 others missing, Chinese state media said Thursday. https://t.co/jtg23k0ZGP",flood
In pictures: Flooding across UK this week after heavy rain - BBC News https://t.co/4UM2MJfKeH,flood
"Sixteen people are killed and an additional 36 people are reported missing after heavy rain causes flooding in Datong Hui and Tu Autonomous County, Qinghai, China.  https://t.co/KLfuhpcbFO",flood
"Main chowk of taunsa sharif after heavy rain and flooding. Govt. Is not available to see anything. Everything is destroyed up.
#TaunsaNeedsAttention 
#تونسہ_بچاؤ https://t.co/4nc5euRN6C",flood
"🇳🇱 Parijs verzuipt door enorme stortbuien. ⛈️ Metrostations lopen onder: https://t.co/GudTYVmtE5 #Parijs #onweer #onweersbuien #klimaatverandering #Paris #flooding #flood #water https://t.co/q8kW80YYKD

Daarom dus:
Meer groen in de stad tegen wateroverlast https://t.co/UsLcmBoqSH",
"ICYMI: A fallen tree, numerous road accidents and flooding hit the Mother City on Wednesday following warnings from the South African Weather Service of disruptive rain and strong winds. https://t.co/pIeAqCQoVN",flood
"Main chowk of taunsa sharif after heavy rain and flooding. Govt. Is not available to see anything. Everything is destroyed up.
#TaunsaNeedsAttention https://t.co/iMYJglVyHI",flood
"Anywhere it can rain, it can flood. You don’t need to live near the coast to be at risk of flooding from #HurricaneSeason. 40% of floods are outside of the high-risk flood zone. Protect your nest with flood insurance.

https://t.co/mlCtjYK8Qp

#NFIP #FloodResource https://t.co/iM7AOBKHtQ",flood
"9 AM: Some heavier showers are developing across southeastern Texoma (north Texas counties), moving southeast. Brief, heavy rainfall and occasional lightning will be the main threats #TexomaWX https://t.co/mOvqUSN8AZ",other
"ریاست هواشناسی افغانستان امروز با پخش اطلاعیه‌یی از احتمال بارش شدید باران و جاری‌شدن سیل آنی در ۲۵ ولایت کشور هشدار داده است.
https://t.co/NXF1UCzOfr",flood
"It is important to know the hazards that may exist and what precautions you can take to reduce the risks of flood damage.

For information about how to prepare for flooding in Dare County, please visit https://t.co/RC8fNisbqU. https://t.co/Pllc2LhNkc",other
SBA Opens Business Recovery Centers in Flood Ravaged Kentucky https://t.co/RkZePZl4s7 https://t.co/IzOrZKh0p6,flood
Near real time satellite imagery with Heavy Rainfall Potential Areas shown in magenta (if present). Image captured by Himawari satellite. Updated at 2022-08-18 19:46:13 NPT. #rainfall #nepal https://t.co/NKPuRMPNvR,other
"Travelers in Paraguay should plan journeys accounting for adverse weather conditions today, including heavy rain, strong winds &amp; hail. Landslides &amp; flooding are also possible. Reconfirm the status of routes prior to setting out. #froschpulse",flood
"Rainfall will be intense at times through the southern Four Corners this weekend, with widespread flood alerts in place. Expect more scenes like this! #UTwx https://t.co/G3m6nYKiTH",flood
"Houston Public Media: Flood control goes green: How Houston is using nature to combat flooding.
https://t.co/Z5Y1R3yin2",flood
"#OnThisDay: August 18, 1983

Hurricane Alicia caused widespread flooding and power outages across Southeast Texas and spawned tornadoes as far north as Corsicana. 

https://t.co/UH7X7l8Y4O https://t.co/odV4Tt0Skd",flood
"@butterkobe Them just take over everywhere and twitter is so foolish they flood your TL with everything. You go say ""not interested in this or that"" but still they keep flooding the TL",other
"Thunder And Heavy Outbreaks Of Rain To Spark Flash Floods Across The UK #thunderstorms #stormdamage #flooding
https://t.co/IvDUScN7I3",flood
"Strong winds and heavy rainfall hit Corsica, killing at least three people and injuring at least 12 others, the South Corsica prefecture said.

#corsica #SheHulk #justiceforkhadija #Trending #Viral #TikTok #Ukraine️ #BoycottDobaara #BillieEilishTourMalaysia https://t.co/ChvhY3vcYN",other
"True! Being in an x-zone does not mean you are not in a flood zone, nor does it mean you have no risk of flooding. We recommend you take two minutes to determine your home's Neptune Flood Insurance price! With x-zone premiums starting as low as $300, contact us today! https://t.co/XwFFyPzyUH",other
"Be ready for more heavy, slow-moving, non-severe t-storms today &amp; Friday.

Additional rainfall of just 0.75""-2"" could trigger flash flooding in the metro and parts of northern MN. In much of the rest of #MNwx #WIwx, 2-3"" of rain could do it.

NEVER drive into standing water! https://t.co/O1L0oHGrcR",flood
"🌩️Scattered showers &amp; thunderstorms are expected today and tomorrow as the wet pattern continues.

Main concern: 
☢️ Heavy rain could lead to localized flooding in urban areas

⛔Do not attempt to navigate flood waters, say it with us, “turn around don’t drown”
#FLwx #ALwx #GAwx https://t.co/GmKxwUfvup",flood
"Sindh is sinking due to heavy rain fall yet no any precautions has been taken for ppl, almost every part of Sindh suffering unbearable loss.
#rainfall
#raininsindh
#SindhGovt https://t.co/SumI17yk7R",flood
"Heavy rainfall, flooding, heat waves and droughts erode agriculture, infrastructure and workers' ability to stay on the job — all of which lead to supply-chain breakdowns and worker shortages. https://t.co/Vzvqs970tI",other
More multiple storms &amp; rain showers Borderland. The possibility of heavy rainfall &amp; flooding again today. We stay below normal cool &amp; breezy again today with rain all day into tonight. Lowland highs in the low to mid 80's today. Mountain highs in the low 60's to the low 70's. https://t.co/MpOhlg67xd,flood
#nowcasting -Heavy rainfall recorded in Makawanpur and other mid hill to high mountain districts of Bagmati and province-1 (Sat. map taken on 17 August at 7pm).  #Forecast= expected moderate to heavy rain on 18-19Aug.  in eastern  and light rain in Western  Nepal @NDRRMA_Nepal https://t.co/hgbY7nVDe8,other
"After severe heat waves and intense drought in Europe, parts of the continent now face flash floods due to intense rainfalls. According to reports, 17 flood alert warnings are issued across England. 
#Europe #flooding 
For more visit:-
https://t.co/2AjsgF7qE0",flood
"جوہی کا دادو سے زمینی رابطہ منقطع
#flooding #Flood #FloodSituation #Sindh #rain https://t.co/GK5gKoo89S",flood
"Soaked stations and submerged cars: storms flood parts of London – video https://t.co/vhrVWnHioJ
#travel",flood
"#WPC issues MPD 784 concerning HEAVY RAINFALL...FLASH FLOODING POSSIBLE: EASTERN NORTH DAKOTA, NORTHERN AND CENTRAL MINNESOTA https://t.co/hHB5CXeONI",flood
"#WPC issues MPD 784 concerning HEAVY RAINFALL...FLASH FLOODING POSSIBLE: EASTERN NORTH DAKOTA, NORTHERN AND CENTRAL MINNESOTA https://t.co/RkAvKYAGAv",flood
"#WPC issues MPD 784 concerning HEAVY RAINFALL...FLASH FLOODING POSSIBLE: EASTERN NORTH DAKOTA, NORTHERN AND CENTRAL MINNESOTA https://t.co/OpiTxpT5sv",flood
"#WPC issues MPD 784 concerning HEAVY RAINFALL...FLASH FLOODING POSSIBLE: EASTERN NORTH DAKOTA, NORTHERN AND CENTRAL MINNESOTA https://t.co/Of9kV9x5le",flood
"#WPC issues MPD 784 concerning HEAVY RAINFALL...FLASH FLOODING POSSIBLE: EASTERN NORTH DAKOTA, NORTHERN AND CENTRAL MINNESOTA https://t.co/vSRLFrADjL",flood
"#WPC issues MPD 784 concerning HEAVY RAINFALL...FLASH FLOODING POSSIBLE: EASTERN NORTH DAKOTA, NORTHERN AND CENTRAL MINNESOTA https://t.co/jGDfUQdJUi",flood
In pictures: Flooding across UK this week after heavy rain https://t.co/qR8kKhKVSc,flood
"an excellent example of the @Conservatives 3 year gulley cleaning program, not working...
#Transportation #infrastructure #uk #Drought2022 #flooding #Flood https://t.co/hQ7ctNfuPg https://t.co/yTwZncXcBN",other
"Watch Video: குஜராத்தில் வெளுத்து வாங்கும் மழை...சூழ்ந்த வெள்ளம்
https://t.co/JTkd1ewh9C

#Gujarat #Rain",other
【放送事故】NHKさん、熱々カップルの行為をニュースで流してしまいお茶の間騒然ｗｗｗ https://t.co/X54mOSpk8K,other
"At least 16 people were killed and 36 others remained missing after a flash flood hit a county in #China's northwest #Qinghai province. Read more here. 

#flashfloods #FloodSituation #floods #chinaflood #qinghaifloods #WorldNews #naturaldisaster

https://t.co/xI1SddXKRF",flood
"@grthink So they're saying the heavy rainfall on Sunday Night was the reason that they discharged. Basically the hot weather has dried out the soil so water just runs off it, goes into a drain, and because the pipes haven't been replaced since 1900 they can't handle it.",other
Spotty thunderstorms and rain showers are likely in the area through this afternoon. Additional heavy rainfall is possible. https://t.co/tr5S5PXu9b,other
"Everything feels faded when @JaanbazHaseeb he is not with me 😭😭😭😭😭💔💔
Due to heavy rainfall in larkana there is no light and along with that there are no phone signals 😭😭😭
It's been 24 hours without him 😭😭😭💔💔💔
Allah Kay aman main ❤️",other
"I just got breaking news from @mattlanza's phone that - get this - street flooding can occur in Houston when heavy rain occurs. 

I'm going to check other sources, but I wanted to be the first to pass this along to those who may not be aware.",other
Shower and storm chances will continue into next week with with an uptick in activity Friday and Saturday. Heavy rain and flash flooding will be likely. https://t.co/9F6fiWvOzb,flood
"Chances of having a tropical system this weekend over the Gulf of Mexico increase.
Name or no name, expect heavy rounds of rainfall across parts of #Texas and #Mexico. 
https://t.co/RJKXElbMjp https://t.co/NfqxYDZpj5",other
"🌊 New Flash Flood Warning 🌊 

Flash flooding is in progress, imminent, or highly likely. Please seek shelter. https://t.co/raOZpDkl3d",flood
